athlete_id,gender,num_runs,total_km,longest_run_km,median_pace_s_per_km,best_pace_s_per_km,avg_hr_bpm,share_runs_ge_15k,mean_elev_gain_per_km,best_pred_marathon_s,target_s_gender,v_pred_mps,v_needed_mps,apto_genero,esforco_extra_pct_genero
20032449,F,264,3835.2561,42.6661,336.4935269057046,246.25950453765023,,0.39015151515151514,9.223217192718892,12558.776259518554,13500,3.359801873054275,3.1255555555555556,1,-6.97202770726997
2013538,M,153,1696.2281,24.771099999999997,331.42893721894154,201.09689213893967,147.35537190082644,0.1568627450980392,27.198641503462888,12193.596538436768,10800,3.4604228430055506,3.9069444444444446,0,12.903671652192298
20136629,M,410,4841.0637,74.0,380.219595285654,208.26427387552152,145.40144927536232,0.17804878048780487,28.837216085382227,9264.321365316322,10800,4.554569982639984,3.9069444444444446,1,-14.219246617441456
20181492,F,692,7415.385,51.4508,328.7214273235835,249.06375490682666,,0.17052023121387283,12.196318869485534,13264.334038061696,13500,3.18108695686662,3.1255555555555556,1,-1.7456737921355898
20263706,M,79,1246.6121,75.466,338.3116504287965,262.7735168057749,149.37692307692308,0.3291139240506329,33.004011432265095,11203.94533091971,10800,3.766084067150325,3.9069444444444446,0,3.7402345455528825
20557028,F,171,1007.9373,20.215400000000002,380.0,300.0,172.2,0.005847953216374269,10.94304179436558,16283.989997755176,13500,2.591195401484328,3.1255555555555556,0,20.622148131519815
20653961,M,621,6971.1364,78.0331,322.1877332914228,184.14450577019568,122.92311733800351,0.18679549114331723,24.791194732612027,9369.703865145277,10800,4.503344033845382,3.9069444444444446,1,-13.243482730136316
2081128,M,746,9166.3753,33.006,324.42579623031247,203.64105042693734,143.13629343629344,0.15281501340482573,20.276760869697316,11134.744221165804,10800,3.789489831278962,3.9069444444444446,0,3.0994835293129976
21299972,F,232,1820.2304,29.3014,383.2183937639978,296.73321234119777,165.50865800865802,0.03017241379310345,10.353249786400667,15213.441818820078,13500,2.7735341221604353,3.1255555555555556,0,12.692161620889467
2138770,M,542,7197.3297,153.534,324.5373752107247,152.944520080128,146.41724137931035,0.23616236162361623,41.004124071181565,6440.555685573588,10800,6.551453331040048,3.9069444444444446,1,-40.365225133577894
22353493,M,293,2642.409,21.249,291.3708296917999,152.08872949458723,155.74666666666667,0.10238907849829351,8.631063548451431,9609.624180253091,10800,4.390910529748594,3.9069444444444446,1,-11.021998330989897
22538702,M,751,10361.4727,71.3744,322.841807514318,153.5246430474908,140.74418604651163,0.36617842876165113,16.408401095338505,6543.828455040174,10800,6.4480602280306805,3.9069444444444446,1,-39.40899578666505
22559703,M,187,2715.5673,84.5,308.57019810508183,203.66598778004075,164.55555555555554,0.3315508021390374,39.189895974958894,9421.86705311605,10800,4.47841173751704,3.9069444444444446,1,-12.760490248925462
22835898,F,522,5691.623,43.411300000000004,357.8396395235967,253.28061429144458,147.1404958677686,0.16666666666666666,12.387503529309654,12507.106741156273,13500,3.3736819292628106,3.1255555555555556,1,-7.354764880323899
22843389,F,288,3497.6064,53.782300000000006,363.00421592411783,289.50756546698005,158.5974910394265,0.18055555555555555,24.67687616308113,13579.788745867,13500,3.1071911934448924,3.1255555555555556,0,0.5910277471629614
22866236,M,254,3319.3107,106.862,357.43805154684935,244.32386553093454,151.0268292682927,0.23228346456692914,41.30565421308707,12227.091985557825,10800,3.4509432046343584,3.9069444444444446,0,13.213814681090971
22891135,M,269,2915.227,40.112,316.0180122225796,169.81541802388708,149.978125,0.14869888475836432,19.081807351537293,12198.661067989988,10800,3.4589861760092826,3.9069444444444446,0,12.950565444351744
22972731,F,228,2975.9899,36.6338,500.01257678768377,221.76459820611385,149.35882352941175,0.2807017543859649,59.666633949261715,10147.549929659212,13500,4.158146576512292,3.1255555555555556,1,-24.83296348400583
23729907,M,850,8434.8156,61.7349,391.0053522247989,167.19878059250115,143.66214605067066,0.1411764705882353,27.840229251721876,6895.692893123069,10800,6.119037006720557,3.9069444444444446,1,-36.15099173034196
24281078,M,6,25.4659,4.5243,569.7045844009554,545.7945651421051,,0.0,6.91120282416879,,10800,,3.9069444444444446,0,
24944587,M,140,1486.2103,18.0243,346.58535226846084,275.2760240567308,148.52272727272728,0.10714285714285714,6.049211205170628,12661.250343436835,10800,3.332609249123051,3.9069444444444446,0,17.233799476266995
25039796,F,145,966.0978,14.260299999999999,415.3576650789744,313.6062064141425,166.7173611111111,0.0,8.98790991967894,15322.197680244637,13500,2.7538477756623165,3.1255555555555556,0,13.497760594404722
25191153,M,448,4697.0901,106.295,384.30146534612976,283.30206378986867,143.69398734177216,0.12946428571428573,33.80307735634026,12907.05334876271,10800,3.2691427593769786,3.9069444444444446,0,19.50975322928436
25262730,M,246,2801.793,91.5,349.62064643893046,230.83983478659937,161.40348837209302,0.14227642276422764,29.22632043123814,11298.905996874055,10800,3.734432343421003,3.9069444444444446,0,4.619499971056061
25277048,F,250,1759.8396,23.124,364.3366031546779,244.0944881889764,139.7,0.012,25.429817581102277,11650.054344170097,13500,3.6218715169440525,3.1255555555555556,1,-13.703301154295572
25372889,M,325,3704.6093,82.3,318.2008076869517,221.02102102102103,158.528125,0.16615384615384615,25.632311617854004,10110.817742676198,10800,4.173252952815224,3.9069444444444446,1,-6.3813171974426055
26363316,M,72,490.1943,26.4272,276.7560947247614,227.38442383932374,,0.05555555555555555,39.46802318998813,11904.51465534177,10800,3.5444536145844756,3.9069444444444446,0,10.226987549460837
26367918,M,252,3604.891,60.5132,352.161265667575,232.2086341535288,151.3978260869565,0.3253968253968254,33.21515130415871,11307.155652379679,10800,3.7317077165307913,3.9069444444444446,0,4.6958856701822125
26534495,F,320,3217.8115,73.096,406.84776878181447,273.7085582112568,156.30489130434782,0.15625,34.46817813908615,13182.954030235707,13500,3.2007242006020684,3.1255555555555556,1,-2.348488664920685
26583329,M,251,2780.7287,30.868,396.51754159124215,260.57526232241446,139.60533333333333,0.13545816733067728,42.7192699525128,11985.810164839526,10800,3.520412839824494,3.9069444444444446,0,10.979723748514132
26677270,F,247,2344.3975,21.0058,349.8295841854124,280.86218158066623,156.40164835164833,0.06072874493927125,16.592194796317603,12923.976685297686,13500,3.2648619714705167,3.1255555555555556,1,-4.266839368165279
2683270,M,151,1354.9784,22.505,304.7404063205418,244.5997458703939,,0.12582781456953643,11.787198969371024,11412.036665955724,10800,3.6974118849333624,3.9069444444444446,0,5.667006166256713
26884005,M,59,445.722,12.173,402.1319326432875,347.79061862678446,,0.0,11.231215869981739,16489.035802174614,10800,2.5589731568437264,3.9069444444444446,0,52.67625742754273
27279222,M,429,4387.8004,82.318,376.9391062746006,193.77497880586168,157.73833333333332,0.15384615384615385,29.091728967434342,8800.341717324301,10800,4.794700178168669,3.9069444444444446,1,-18.515354469219425
27479582,M,148,697.6495,29.6689,361.39131690426746,189.0571739817971,155.89333333333335,0.006756756756756757,8.921528647264852,16288.136103225857,10800,2.5905358189905656,3.9069444444444446,0,50.81607502986907
27655563,M,595,4915.7401,32.1207,275.16601713314986,156.59068384539148,150.35117647058823,0.07226890756302522,8.735429279509711,9115.691459576856,10800,4.628831524971191,3.9069444444444446,1,-15.59544944836244
27679859,M,162,2148.4791999999998,43.482800000000005,361.8067291962472,190.7965142944504,136.5050505050505,0.30246913580246915,13.589426418463816,11171.646516174771,10800,3.7769723503969033,3.9069444444444446,0,3.4411714460626954
27950722,F,192,1708.2857,22.489,399.8664483350358,284.2105263157895,152.02948717948718,0.057291666666666664,10.989964968974453,15907.900810717276,13500,2.652455562934671,3.1255555555555556,0,17.836302301609447
28252317,F,98,575.724,14.1746,459.6348089466783,168.35362825189677,153.85999999999999,0.0,10.613418929903911,18199.872634678828,13500,2.3184228179487265,3.1255555555555556,0,34.81387136799132
29039974,M,229,3111.4522,43.645199999999996,359.4209510154538,223.43649219310947,144.09898989898988,0.29694323144104806,28.66680709412794,10725.92737524494,10800,3.933925573408651,3.9069444444444446,1,-0.6858576366209205
2913078,F,265,2826.9938,49.4975,365.5887145310688,170.2224239673173,148.68318584070798,0.12075471698113208,20.942847486966542,8106.626067815429,13500,5.205001396021057,3.1255555555555556,1,-39.95091801618201
30414122,M,43,326.0171,22.6627,313.43425236084084,247.58902077151333,,0.046511627906976744,7.012208868798599,13142.215260415234,10800,3.2106459347909686,3.9069444444444446,0,21.68717833717809
30467841,M,6,33.4249,7.504,380.1827345541335,355.4447095975454,,0.0,14.468255701587738,,10800,,3.9069444444444446,0,
31787106,M,138,1314.6644000000001,21.0759,304.1452683623182,218.62190122974818,150.97445255474452,0.15217391304347827,6.209341334564167,10541.49471910857,10800,4.002753036864223,3.9069444444444446,1,-2.3935674156613818
31889836,M,235,2305.6474,30.6955,301.99807297394625,218.78129573992763,120.38805970149254,0.1148936170212766,10.373572299042777,9711.36131331773,10800,4.34491093871007,3.9069444444444446,1,-10.079987839650641
31945236,F,41,386.6204,15.104899999999999,371.3167672727722,316.1619454939491,164.32105263157894,0.07317073170731707,10.203807145199788,14507.536935152979,13500,2.908488200899077,3.1255555555555556,0,7.463236556688739
32507764,M,112,1007.169,22.306,326.15025714463525,184.34952433088225,146.5268292682927,0.08928571428571429,8.490829245141581,13496.18189422412,10800,3.1264397835404054,3.9069444444444446,0,24.964647168741866
34460713,M,216,2061.2196,30.6609,330.8224616888598,223.89538339607685,150.79166666666666,0.06481481481481481,22.935741538650223,12287.56897492747,10800,3.4339583432734355,3.9069444444444446,0,13.773786804883981
3460571,M,401,3869.6825,41.4699,324.268001874139,229.63882437735242,137.6794117647059,0.08977556109725686,11.780242952748708,11798.387047105656,10800,3.5763363103392294,3.9069444444444446,0,9.244324510237565
34669133,M,259,3029.1343,25.458599999999997,345.8368564340336,251.56169179962598,133.856,0.15057915057915058,10.667998444308,11568.655755601369,10800,3.6473554829021357,3.9069444444444446,0,7.117182922234893
3539760,M,352,3414.6964,59.606199999999994,345.8165627870161,233.74691695065238,145.5193220338983,0.07386363636363637,14.647597953364171,10277.48597112184,10800,4.105576024969674,3.9069444444444446,1,-4.8380928599829565
35538376,M,137,1307.9515,20.0096,325.28995031785,256.4509096674462,149.50172413793103,0.058394160583941604,8.927930431671205,11790.800547179715,10800,3.5786374157684127,3.9069444444444446,0,9.174079140552918
3573750,M,1060,14099.033,46.8864,345.9987694951513,244.23797751016826,129.9570996978852,0.25660377358490566,10.005452146966393,11176.707502350655,10800,3.775262078847967,3.9069444444444446,0,3.4880324291727294
36259004,M,148,2087.4356,80.0,343.01527552962915,219.2397848968148,155.01631205673758,0.2905405405405405,39.52270431720146,10743.434356423919,10800,3.927515038500697,3.9069444444444446,1,-0.5237559590377807
36288626,F,87,826.044,20.0033,384.68577893878637,252.5189700211469,157.02,0.06896551724137931,14.22539235198125,15182.62905522327,13500,2.7791629398653908,3.1255555555555556,0,12.463918927579773
37124981,F,59,423.1657,15.188799999999999,419.4919085073682,331.76705111775595,162.90862068965518,0.01694915254237288,14.60113615068518,15947.802275684358,13500,2.6458191085259934,3.1255555555555556,0,18.131868708773034
37580157,F,88,564.0024,28.6979,379.881854188135,313.8935541784907,153.8938775510204,0.045454545454545456,10.47424620888138,15279.175759999434,13500,2.7616018470358616,3.1255555555555556,0,13.179079703699509
38870390,M,8,50.604,11.33,322.5328865601661,291.57024793388433,151.7,0.0,1.1461544541933444,14265.802534162996,10800,2.9577726103353545,3.9069444444444446,0,32.09076420521293
39076296,M,85,930.0,43.384,318.5736321567916,274.33539876074354,161.24285714285713,0.09411764705882353,9.681290322580645,12619.521009985854,10800,3.3436292840759174,3.9069444444444446,0,16.847416759128283
39963418,M,51,272.5773,17.0061,335.2061422801616,295.3354951359441,134.85686274509803,0.0196078431372549,5.4278180905013,14689.384242494456,10800,2.8724825563440173,3.9069444444444446,0,36.01281706013385
45799771,M,73,749.3805,25.085900000000002,322.267520869734,234.67751398286856,146.34626865671643,0.2465753424657534,20.421935185129584,11847.028620874557,10800,3.5616525755371335,3.9069444444444446,0,9.694709452542194
46817575,,11,69.7734,21.1583,374.8365538282726,331.21753638052206,,0.09090909090909091,4.209340522319394,14566.698354143677,13500,2.8966756209376103,3.1255555555555556,0,7.901469289953162
5035018,F,854,10230.4629,120.912,326.9586194883802,210.1534828807556,159.69124236252546,0.22365339578454332,17.173983398151023,11616.534931892587,13500,3.632322396255689,3.1255555555555556,1,-13.951593097091944
5151970,M,1186,15209.7772,36.880199999999995,321.0797294826192,221.54940407535562,145.91135135135136,0.28330522765598654,35.6696612229139,10167.524235834037,10800,4.1499778138014705,3.9069444444444446,1,-5.856257075610773
5421161,M,571,6444.4748,27.2072,289.7694747076409,208.31446426954082,143.0836787564767,0.19439579684763572,11.853657958286998,10203.125673225919,10800,4.1354974300399086,3.9069444444444446,1,-5.526614136797043
5492554,M,189,2385.7257,74.2877,368.54834729100514,227.89611905456667,138.0970297029703,0.2962962962962963,35.15492162405762,11900.30253799372,10800,3.545708175509434,3.9069444444444446,0,10.18798646290482
5688059,M,728,9963.7713,173.858,366.6422985689924,161.84971098265896,150.61785714285713,0.25961538461538464,35.87022315536287,11366.54368565646,10800,3.7122102520264133,3.9069444444444446,0,5.2457748671894375
5861500,M,379,2817.1599,21.0179,341.0461618542821,227.6313169222285,150.5811209439528,0.010554089709762533,8.114626365368895,10305.276623134283,10800,4.094504353747921,3.9069444444444446,1,-4.580772008015892
6215611,M,797,7226.3067,93.6078,307.89428441929886,152.08971100518875,148.52268907563027,0.12045169385194479,10.814556210297578,6909.5570784116735,10800,6.106759018148169,3.9069444444444446,1,-36.02261964433636
6367873,M,665,5667.7678,24.7638,300.34035507313035,179.76705634136366,154.53198757763977,0.1037593984962406,13.917313267491306,9657.067404723295,10800,4.369338871898349,3.9069444444444446,1,-10.58270921552504
6583234,M,674,5992.008,68.067,319.82043014159945,233.50069566269434,145.51304347826087,0.14391691394658754,15.833239875514185,10714.845751174273,10800,3.9379941606136253,3.9069444444444446,1,-0.7884652669048781
7191483,M,90,1030.2199,41.457699999999996,325.1006124204688,259.7022471162673,157.10192307692307,0.08888888888888889,20.413991226533287,12761.67827764409,10800,3.306383304922927,3.9069444444444446,0,18.16368775596381
771514,M,76,510.9575,15.978299999999999,344.8486741945624,247.70386863345394,158.95000000000002,0.013157894736842105,9.161623031269723,12425.206469830191,10800,3.3959194241523663,3.9069444444444446,0,15.04820805398326
7947798,M,984,11969.8462,75.9502,287.5336549988976,155.9511912252779,139.81924882629107,0.2693089430894309,15.770119084738115,9419.034875450565,10800,4.479758335960252,3.9069444444444446,1,-12.786714116198475
8180382,M,491,4828.6273,66.30380000000001,282.6758947839104,153.53648652282303,155.44210526315788,0.11812627291242363,9.791312740165305,6668.941316061262,10800,6.327091212870464,3.9069444444444446,1,-38.250543369803125
8684584,M,140,1313.7486,22.172400000000003,353.0352387945826,231.1752988047809,152.40113636363637,0.12142857142857143,21.563714701579894,10631.97766440806,10800,3.968687795616172,3.9069444444444446,1,-1.555762366592039
